,files,tp_cost,tp_fields,tp_list,tp_name,tp_name_check,tp_no_centres,tp_states,tp_trainees
187,liqvid.pdf,INR 2.59 Crores,"15 sectors in Phase I, propose to cover all 21 sectors  Target Segment Students enrolled in various skill programs of our VTP partners (we are enhancing the employability potential by improving their English Communications skills)","1 Liqvid e-learning Services Pvt Ltd Proposing Organization LIQVID e-learning Services Pvt. Ltd. Implementing Agency LIQVID e-learning Services Pvt. Ltd. No. of Trainees in 10 years  NA No. of Centres NA Location(s) NA Sectors Targeted 15 sectors in Phase I, propose to cover all 21 sectors  Target Segment Students enrolled in various skill programs of our VTP partners (we are enhancing the employability potential by improving their English Communications skills) Project Cost  INR 2.59 Crores Business Model Embed English learning modules (blended  technology form) in the VTPs (our partners) courses and charge per learner Operating Model Signup and work with NSDC partners to embed our English language program within their modules. Sector specific  targeted English learning modules  for 15 sectors; with mother tongue support in 7 Indian languages. Deployment models are primarily Computer based (LAN) as well as innovative tablets based lab. Proposal Summary ",Liqvid e-learning Services Pvt Ltd,LIQVID e-learning Services Pvt. Ltd. Implementing Agency LIQVID e-learning Services Pvt. Ltd.,NA,NA,NA
188,ls-talent.pdf,3.10Crore,"locationsLucknow, Kanpur, Ludhiana, Jaipur, Kolkata, Bangalore, Chennai, Hyderabad, Mumbai, Pune, Ahmedabad,  NCR, Surat, Bulandshahar, Hapur, Sonepat, Baraut, Meerut, Panipat, Rohtak, Baghpat, Lucknow, Kanpur, Unnao, Barabankiand SandilaSectors Sales skills imparted in the sectors viz. ITES, Media, BFSI, Travel, Tourism and Hospitality, Organized retail","1L S Talent Transformation Manpower Pvt. Ltd.Proposing& Implementing OrganizationL S Talent Transformation Manpower Pvt.Ltd.No. of Trainees in 10 years1,11,740 in 10 years; Pilot 563 trainees till end of Q2 of year1No of Centers53Targeted locationsLucknow, Kanpur, Ludhiana, Jaipur, Kolkata, Bangalore, Chennai, Hyderabad, Mumbai, Pune, Ahmedabad,  NCR, Surat, Bulandshahar, Hapur, Sonepat, Baraut, Meerut, Panipat, Rohtak, Baghpat, Lucknow, Kanpur, Unnao, Barabankiand SandilaSectors TargetedSales skills imparted in the sectors viz. ITES, Media, BFSI, Travel, Tourism and Hospitality, Organized retailProject CostRs 3.10CroreBusiness ModelStudent fee; Placement fee from retail operations and subscription sales courses OperatingModelHub and spoke structureSourcing through print media & online advertisements, SMSs and  Job fairspractical (60%) and theoretical (40%) trainingSourcing of trainers from relevant industryContent ready and approved by hiring partnersWeekly assessment;Placementin hiring partner firmsProposal Summary",L S Talent Transformation Manpower Pvt. Ltd.,& Implementing L S Talent Transformation Manpower Pvt.Ltd.,53Targeted,"Lucknow, Kanpur, Ludhiana, Jaipur, Kolkata, Bangalore, Chennai, Hyderabad, Mumbai, Pune, Ahmedabad,  NCR, Surat, Bulandshahar, Hapur, Sonepat, Baraut, Meerut, Panipat, Rohtak, Baghpat, Lucknow, Kanpur, Unnao, Barabankiand Sandila","1,11,740 ; Pilot 563 trainees till end of Q2 of year1"
189,manipal-city-guilds.pdf,1.33 Cr.,"Retail, Hospitality,Construction","10Manipal-City & Guilds Skills Training  Pvt Ltd(MCG)ProposingOrganizationManipal-City & Guilds Skills Training  PvtLtd(MCG)ImplementingAgencyManipal-City & Guilds Skills Training  PvtLtd(MCG)No. of Trainees in 10 years 63, 635 No. of Centres-Location(s)Construction 50+ sites; Maharashtra, Orissa, AP, Gujarat, Haryana, Punjab (pan India) on site programsRetail pan-India; primarily Tier 1 & 2 metros and State capitalsHospitality Focus on Northeastern states (Assam, Nagaland, Sikkim, Meghalaya, Tripura and others) , Orissa and BangaloreSectors TargetedRetail, Hospitality,ConstructionProject Cost Rs. 1.33 Cr. Business ModelRevenue from training Fee (Training fees revenue from Centresand Training fees revenue from trainings at Client locationsTM),Revenue from new centre(VTC/ISP) signup feeOperatingModelTo support training in 3 sectors i.e. retail, hospitality and construction as a distinct subset of MCGTMsoverall training business to help learners get a head start in their career and partner companies get access to trained, work-readyTM staff with first day, first hourTM productivity.Proposal Summary",0Manipal-City & Guilds Skills Training  Pvt Ltd(MCG),Manipal-City & Guilds Skills Training  PvtLtd(MCG)ImplementingAgencyManipal-City & Guilds Skills Training  PvtLtd(MCG),-,"Construction 50+ sites; Maharashtra, Orissa, AP, Gujarat, Haryana, Punjab (pan India) on site programsRetail pan-India; primarily Tier 1 & 2 metros and State capitalsHospitality Focus on Northeastern states (Assam, Nagaland, Sikkim, Meghalaya, Tripura and others) , Orissa and Bangalore","63, 635"
190,mann-deshi-udyogini.pdf,1.30 crore/,"-Agriculture (Veterinaryand Agri-business)-Select informal sectors i.e. tailoring, embroideryetc.-Entrepreneurial skills (Finance literacy, DeshiMBA)-Soft skills and English Communication","13Mann Deshi Udyogini (B-school for Rural WomenProposingOrganizationMannDeshiFoundationImplementingAgencyMannDeshiFoundationNo. of Trainees in 10 years 6,41,178No. of Centres5Location(s)14fixed business schools and 4 mobile business schoolsSectors Targeted-Agriculture (Veterinaryand Agri-business)-Select informal sectors i.e. tailoring, embroideryetc.-Entrepreneurial skills (Finance literacy, DeshiMBA)-Soft skills and English CommunicationProject Cost Rs1.30 croreOperating/BusinessModel4 revenue streams with the proportionate share of each stream varying between year 1 and year 10 as shown below:-Fees from participants (11% to 37%)-Contribution from Mann DeshiMahilaBank for financial education provided to clients (1% to 2%)-Membership fee to Mann DeshiChamber of Commerce for Rural Women (6% to 21%)-Donations from Partner Organisations(82% to 40%)Proposal Summary",3Mann Deshi Udyogini (B-school for Rural Women,MannDeshiFoundationImplementingAgencyMannDeshiFoundation,5,14fixed business schools and 4 mobile business schools,"6,41,178"
191,microspin-machine-works.pdf,,,"1Microspin Machine Works Pvt. Ltd. (Microspin), a for profit private limited company ProjecttypeInnovation ProposalImplementingAgencyMicrospinMachine Works Pvt. Ltd. (Microspin), , a for profit private limited companyProject ObjectiveTointegratemultipleskillsinthecottontextilevaluechaininamarket-orientedframeworkthrough:IntroductionofinnovativetechnologyandassociatedskillsofMicrospinningImpartingentrepreneurialsoft-skillstofarmersandweaverstodifferentiatetheirofferingsonqualityPromotionandre-positioningoflesser-knownskillslikevegetabledyeingandspecializedweavingtechniquesIntegrationofnewskillsrelatedtooperationandmaintenanceofmachineryandrenewableenergysystemsModularup-skillingthatenablespractitionerstomoveupthevalue-chainTechnology DevelopedMicrospinningtechnology that uses principles of Aerodynamics and Buoyancy to ease the process of yarn makingProject CostRs 2.5 CroreProposal Summary","Microspin Machine Works Pvt. Ltd. (Microspin), a for profit private limited company",ProjecttypeInnovation ProposalImplementingAgencyMicrospinMachine Works Pvt. Ltd. (M,,,
192,niit.pdf,377.15 Crore,"Retail, IT/ITES, BFSI, Education and Training, Media and Entertainment, Healthcare, Telecom, Hospitality, Informal Population SegmentClass Xth, XIIthpass and Diploma holders","1NIIT Limited ProposingOrganizationNIIT Limited ImplementingAgencyNIIT YuvaJyoti(proposed to be subsidiary of NIIT Limited)No. of Trainees7 Mn in 10 yearsNo. of Centres1575Location(s)Pan IndiaSectors TargetedRetail, IT/ITES, BFSI, Education and Training, Media and Entertainment, Healthcare, Telecom, Hospitality, InformalTargeted Population SegmentClass Xth, XIIthpass and Diploma holdersProject CostRs 377.15 CroreBusiness ModelStudent fee driven modelOperatingModel5 typesof centres(slum, low rentals, intermediate rentals, higher rentals, NIIT inside centres)Training delivery through ILT, e-learning & synchronous learningIndustry linked curriculum design using critical mistake analysis methodologyUse of technology intensiveassessmentProposal SummaryKeyStrengthsoftheProposalNIITisaleadingGlobalTalentDevelopmentCorporation,buildingskilledmanpowerpoolwhichwassetupin1981NIITprovidestrainingandtrainingsolutionsinIT,BusinessProcessOutsourcing,Banking,FinanceandInsurance,ExecutiveManagementEducation,andCommunicationandProfessionalLifeSkillsSofar5millionstudentshavebeentrainedbyNIITOverthepastfewyears,NIIThasalsoengagedwiththeGovernmentofIndiaonalargescale,bothattheCentralandStatelevel,toconductshorttermvocationaltrainingprogramstoskilltheyouth",NIIT Limited,NIIT Limited ImplementingAgencyNIIT YuvaJyoti(proposed to be subsidiary of NIIT Limited),1575,Pan India,
193,nshm-skills.pdf,"6.09croresTarget Trainee Segment8th standard pass outs, 10th&12th standard drop outs College pass outs / dropouts","Tourism/Hospitality/Travel, BFSI, Automobile, Informal sector Beauty & Wellness, Electronics/IT","21NSHM SkillsProposingOrganizationFyneCube Learning Pvt. LtdImplementingAgencyFyneCube Learning Pvt. LtdNo. of Trainees in 10 years 2,00,770No. of Centres20 self-managedand 80 franchise-runsatellite centresLocation(s)Pan India with major focus on West Bengal & BIMARU StateSectors TargetedTourism/Hospitality/Travel, BFSI, Automobile, Informal sector Beauty & Wellness, Electronics/ITProject Cost Rs. 6.09croresTarget Trainee Segment8th standard pass outs, 10th&12th standard drop outs College pass outs / dropouts OperatingModelStudents will be identified and mobilized through partnerships with various government skill initiatives, NGOs and Self Help Groups (NSHM Skills has partnered with West Bengal University Of Technology to provide skill training for 1560 number of SC/ST/OBC & Minority sections of students) . Business associates of NSHM Skills for satellite towns/village will be working closely with village stake holders like Village panchayats, Community Centers& NGOs to mobilize students. In the initial years students to be mobilised through Direct Selling Agents, who will get an incentive of Rs. 200/-per student Rural skill workshops and job fairs will be conducted to have students gathering and subsequent counselingsessions will help students to choose course of their interests. Proposal Summary",1NSHM Skills,FyneCube Learning Pvt. LtdImplementingAgencyFyneCube Learning Pvt. Ltd,20 self-managedand 80 franchise-runsatellite,Pan India with major focus on West Bengal & BIMARU State,"2,00,770"
194,orion-edutech.pdf,33.45 Crore,"ITES-BPO, Electronics-Hardware and Organized Retail","1 Orion Edutech Private Limited Proposing Organization Orion Edutech private Limited Implementing Agency Orion Edutech private Limited No. of Trainees in 10 years  9,50,658  in 10 years No. of Centres 600 centers (Self-owned - 138 & Franchisee  465) Location(s) PAN India Sectors Targeted ITES-BPO, Electronics-Hardware and Organized Retail Project Cost  Rs 33.45 Crore Business Model Training fee, Franchisee fee, certification fee based model Operating Model Currently has 138 centers across 16 States in India. These centers are spread across Metro & Tier 1, Tier 2 and Tier 3 towns (district headquarters) and target students from semi-urban and rural regions/localities. Plan to employ a franchise-business model, which will allow them to scale up their operations in a short spam of time.  Proposal Summary ",Orion Edutech Private Limited,Orion Edutech private Limited Implementing Agency Orion Edutech private Limited,600  (Self-owned - 138 & Franchisee  465),PAN India,"9,50,658"
195,parfi.pdf,29.28Crore,"locationsPan India: Typically in low cost rural areas and depends on requirement of sponsoring companySectors Blue collar trades in the Manufacturing, Services, Construction and agriculture sectors","1PANIIT ALUMNI REACH FOR INDIA (PARFI)Proposing& Implementing OrganizationPanIITAlumni Reach for India (PARFI) Section 25 CompanyNo. of Trainees in 10 years3,555in 2 yearsNo of Centers18 stand-alone gurukuls(including add-on trades) and 4 Multi-skill gurukulsTargeted locationsPan India: Typically in low cost rural areas and depends on requirement of sponsoring companySectors TargetedBlue collar trades in the Manufacturing, Services, Construction and agriculture sectorsProject CostRs 29.28CroreBusiness ModelStudent feesProposal Summary",PANIIT ALUMNI REACH FOR INDIA (PARFI),& Implementing PanIITAlumni Reach for India (PARFI) Section 25 Company,18 stand-alone gurukuls(including add-on trades) and 4 Multi-skill gurukulsTargeted,Pan India: Typically in low cost rural areas and depends on requirement of sponsoring company,"3,555in 2 years"
196,pratham.pdf,23 Cr,"Education / Skill Development Services, Hospitality, Construction, OrganisedRetail, Electronics / Hardware, Automotive work, AgriculturePopulationSchooldropouts Population SegmentSchool drop outs","PRATHAM ProposingOrganizationPrathamEducation Foundation, a not for-profitTM entity ImplementingAgencyPrathamInstitute PACE Program (a Strategic Business Unit of PrathamEducation  Snapshotpggyg(gFoundation)No. of Traineesin 10 years1.69 MnNo. of Centres100 District Institutes and 1500 Trainability centers over 10 year periodLocation (s)Pan IndiaSectors TargetedEducation / Skill Development Services, Hospitality, Construction, OrganisedRetail, Electronics / Hardware, Automotive work, AgricultureTargetedPopulationSchooldropoutsTargeted Population SegmentSchool drop outsProjectCostRs 23 CrBusiness ModelStudentfee driven modelOperatingModelBasicskillsatTrainabilityCentresandVocationalskillsatDistrictInstitutesOperatingModelBasic skills at Trainability Centresand Vocationalskills at District InstitutesKey Strengths of the ProposalExisting corporate vocational skilling partners5 years of experience in vocational training through PrathamPACE programNCVT: Central government subsidies for vocational trainingEtiitiPthdtiltkfifltitff10Extensive existing Prathameducational  network for sourcing of locations, staffLarge ready customer base of Prathamvolunteers at village level",RATHAM,"PrathamEducation Foundation, a not for-profitTM entity ImplementingAgencyPrathamInstitute PACE Program (a Strategic Business Unit of PrathamEducation  Snapshotpggyg(gFoundation)",100 District Institutes and 1500 Trainability  over 10 year period,Location Pan India,1.69 Mn
197,premier.pdf,9.14 Crore,Manufacturing Sector with Special emphasis on Automotive & Aerospace industries,"1 Premier Centre For Competency Training Pvt Ltd Proposing  & Implementing Organization Premier  Center For Competency Training Pvt Ltd (PCFCT) No. of Trainees in 10 years  1,30,800 No. of Centres 16 in 10  Years Location(s) Tamil Nadu, Karnataka, Andhra Pradesh, Delhi, Uttar Pradesh, Haryana Sectors Targeted Manufacturing Sector with Special emphasis on Automotive & Aerospace industries  Project Cost  9.14 Crore Business Model Student fee, Sponsored Training Programs, Knowledge and Consulting services, Placement Fee etc. Operating Model Two Centres of Excellance-one for Automotive and Aerospace, Two owned Satellite Training Centers and Franchisee Mobilization & Placement  with a network of Industry Partners. Proposal Summary ",Premier Centre For Competency Training Pvt Ltd,& Implementing Premier  Center For Competency Training Pvt Ltd (PCFCT),16 in 10  Years,"Tamil Nadu, Karnataka, Andhra Pradesh, Delhi, Uttar Pradesh, Haryana","1,30,800"
198,providers-business-academy.pdf,5.20 Crore,"locations for 1st year of operationTN (Chennai, Madurai, Tirunalveli, Peramburand Coimbatore ), 1 centrein AP (Hyderabad) and  1 in Karnataka (Bangalore)Sectors Consumer Goods, Health Care, Refrigeration, IT Population SegmentSchool dropouts, rurban* unemployed, minority population, urban slum dwellers and in-service people","1Providers Business Academy Pvt. LtdProposingOrganizationProviders Business Academy Pvt. LtdImplementingAgencyProviders Skill Academy Pvt. Ltd.No. of Traineesin 10 years0.10MnNo. of Centres5Targeted locations for 1st year of operationTN (Chennai, Madurai, Tirunalveli, Peramburand Coimbatore ), 1 centrein AP (Hyderabad) and  1 in Karnataka (Bangalore)Sectors TargetedConsumer Goods, Health Care, Refrigeration, ITTargeted Population SegmentSchool dropouts, rurban* unemployed, minority population, urban slum dwellers and in-service peopleProject CostRs 5.20 CroreBusiness ModelStudent fee driven modelOperatingModelMobilizationthrough focus group meetings Training curriculum & content from TREC STEP AcademyLeverage on existing infrastructure60% theory and 40% practical trainingCertification by TREC STEP AcademyProposal SummaryKeyStrengthsoftheProposalAssociatedwithentitiessuchasMinistryofMinorityAffairs,TAHDCO,ILO-Chennaietc.toprovideskillstrainingtounderprivilegedstudentswhocannotaffordeducationbeyond10thclassTodateProvidershastrainedover4,000students(Schooldropouts,passoutsandexistingindustryemployees)inareassuchasMobilerepair,RefrigeratorandAir-conditioningrepair,Computerhardwarerepairetc.andsuccessfullyplaced75%ofthemincompaniessuchasHCLInfosystems(350),WIPRO(50),Videocon(8),Samsung(15),Bluestar(10),Hitachi(5)etc.",Providers Business Academy Pvt. Ltd,Providers Business Academy Pvt. LtdImplementingAgencyProviders Skill Academy Pvt. Ltd.,5Targeted,"for 1st year of operationTN (Chennai, Madurai, Tirunalveli, Peramburand Coimbatore ), 1 centrein AP (Hyderabad) and  1 in Karnataka (Bangalore)",0.10Mn
199,reliance-aims.pdf,5 crores,"Media & Entertainment (Animation, Visual Effect, Gaming, Graphics & Designing)","1 Reliance AIMS Proposing Organization Big Animation (India) Private Limited Implementing Agency Big Animation (India) Private Limited (Education division) No. of Trainees in 10 years  50,476  in 10 years No. of Centres 1 self-owned and 57 franchisee centers Location(s) PAN India Sectors Targeted Media & Entertainment (Animation, Visual Effect, Gaming, Graphics & Designing) Project Cost  Rs. 5 crores Revenue Model Course fees paid by trainees at the own centers in Pune One time franchisee fee of Rs. 10 lakh per franchisee 20% of the course fee paid by trainees at the franchisee centers Increase in income The increase in monthly income post up-skilling courses is expected to be 20% - 30% Trainees undergoing the skilling courses are expected to earn between Rs. 25,000 to Rs. 50,000 per month after completion of training Proposal Summary ",Reliance AIMS,Big Animation (India) Private Limited Implementing Agency Big Animation (India) Private Limited (Education division),1 self-owned and 57 franchisee,PAN India,"50,476"
200,rooman-technologies.pdf,17.50Crore,locationsPAN India. Metros & Tier 1 in Year 1Sectors Electronics & IT hardware,"1ROOMAN TECHNOLOGIES PRIVATE LIMITEDProposing& Implementing OrganizationRoomanTechnologies Private Limited No. of Trainees in 10 years7,88,823  in 10 yearsNo of Centers140 Centers(Own & Franchisee) in 10 yearsTargeted locationsPAN India. Metros & Tier 1 in Year 1Sectors TargetedElectronics & IT hardware Project CostRs 17.50CroreBusiness ModelStudent fee based and franchisee royalty OperatingModelRoomanwill operate  through self owned centers & Franchisee centers Training will be through instructor led class room training  as well as VSAT for remote locations Contentis developed in partnership with IT companies like Microsoft, VMware, NASSCOM RIM etc.Alignment with relevant SSC for accreditation and certificationsRoomanis presently staffing partner of over 180 IT firms in India. It intends to leverage existing partnership with companies for placements Proposal Summary",ROOMAN TECHNOLOGIES PRIVATE LIMITED,& Implementing RoomanTechnologies Private Limited,140 (Own & Franchisee) in 10 yearsTargeted,PAN India. Metros & Tier 1 in Year 1,"7,88,823"
201,saksham.pdf,:   8.02 Cr,":                           Informal ( Facility Management Services) Target Segment:  Unemployed youth of 6th to 10th Std,  ITI/Diploma in electrical and Mechanical engg.","1 Partner Name Proposing Organization:  Saksham Training and Facility Management Private Limited. Implementing Agency:  Saksham Training and Facility Management Private Limited No. of Trainees in 10 years : 1,20,954 No. of Centres:    7 Location(s):  Bangalore, Kolkata, Mumbai, Pune, Bhubaneshwar, Chennai, Noida Sectors Targeted:                           Informal ( Facility Management Services) Target Segment:  Unemployed youth of 6th to 10th Std,  ITI/Diploma in electrical and Mechanical engg. Project Cost :   8.02 Cr Business Model: Training fees through up-skilling programs.  Revenue from clients by providing facility management services through        trained and skilled resources. Operating Model: The candidates are sourced with the help of NGOs,participation in Job Mela   and referrals. Candidates are selected through interview and counselling for the courses. Training is delivered through a mixture of practical and theory. Assessment is done through periodical and final assessment. Agreements are signed with the client for providing facility management services through trained resources. Successful candidates are provided with in house employment to serve clients as per agreement. Revenue is earned from clients against services provided. Proposal Summary ",Partner Name,:  Saksham Training and Facility Management Private Limited. Implementing Agency:  Saksham Training and Facility Management Private Limited,:    7,":  Bangalore, Kolkata, Mumbai, Pune, Bhubaneshwar, Chennai, Noida",": 1,20,954"
202,salt-lake.pdf,11.76 Cr,"BFSI, Building, Construction & Real Estate Services, Leather & Leather products, Auto & auto components and Organized retail","1SaltLake Institute of Engineering and Management Limited (SLIEMTM)ProposingOrganizationIEMGroupImplementingAgencySaltLakeInstitute of Engineering and Management Limited (SLIEMTM)No. of Trainees in 10 years 4,15,060   in 10 yearsNo. of Centres38 centersLocation(s)West Bengal, Rajasthan, Jharkhand, Assam, Odisha, Delhi, KarnatakaSectors TargetedBFSI, Building, Construction & Real Estate Services, Leather & Leather products, Auto & auto components and Organized retailProject Cost Rs11.76 Cr Business ModelStudent Fee driven model including registration fees, Share of revenues from franchisee/Channel Partner, Lease rent for facilities provided to franchisee/Channel Partner OperatingModelIEMGroup has imparted training to over 20,000 student over a period of 23 yearsAs part of its service community based programs it has trained ~ 5,000 studentsIEMhad been selected by Government of India as one of the institution for its Technical Quality Improvement Programme(TEQIP) funded by the World Bank, wherein it had imparted training to ~ 6,000 studentsSLIEMwas incorporated in January 2013 and currently has limited experience in imparting training in skill development space (IT/ITessectors).Proposal Summary",SaltLake Institute of Engineering and Management Limited (SLIEMTM),IEMGroupImplementingAgencySaltLakeInstitute of Engineering and Management Limited (SLIEMTM),38,"West Bengal, Rajasthan, Jharkhand, Assam, Odisha, Delhi, Karnataka","4,15,060"
203,sb-global-educational-resources.pdf,4.025Crore,"locationsKochi, Trissur, Kottayam, Kannur, Calicut, Trivandrum, Malappuram, Quilon, CoimbatoreSectors Ticketing, tour operations, Airport services; Part of supply chain; Office Administration & Management; International Business Management; System administration & Management; Financial Accounting & Management; school teacher","1SB GLOBAL EDUCATIONAL RESOURCES PVT. LTD.Proposing& Implementing OrganizationSB Global Educational Resources Pvt.LtdNo. of Trainees in 10 years1,12,051in 10 yearsNo of Centers9 Centres (including 4 existing)Targeted locationsKochi, Trissur, Kottayam, Kannur, Calicut, Trivandrum, Malappuram, Quilon, CoimbatoreSectors TargetedTicketing, tour operations, Airport services; Part of supply chain; Office Administration & Management; International Business Management; System administration & Management; Financial Accounting & Management; school teacherProject CostRs 4.025CroreBusiness ModelStudent fee based modelOperatingModelTargeting unemployed youth of Kerala with hub and spoke model of trainingSourcing through campus seminars, road shows, educational fairs, radio, TV and newspaper advertisementsClassroom based training. Delivery of IATA certified coursesCertification through IATA, IGNOU, RAI, BSSIn-house placement cellProposal Summary",SB GLOBAL EDUCATIONAL RESOURCES PVT. LTD.,& Implementing SB Global Educational Resources Pvt.Ltd,(including 4 existing)Targeted,"Kochi, Trissur, Kottayam, Kannur, Calicut, Trivandrum, Malappuram, Quilon, Coimbatore","1,12,051 Centers9"
204,skill-sonics.pdf,30 Crore,"Automotive, Capital Goods, Cement, Steel, Mining Target Segment Production technicians & engineering service personnel","1 Partner Name Proposing Organization SkillSonics India Private Limited Implementing Agency SkillSonics India Private Limited No. of Trainees in 10 years  500000 No. of Centres 100+ (multiple centres in each cluster) Location(s) 38 (industry clusters of target sectors) Sectors Targeted Automotive, Capital Goods, Cement, Steel, Mining Target Segment Production technicians & engineering service personnel Project Cost  30 Crore Business Model Provide & enable skills training for technicians at all levels for industrial customers  and build internationally competitive and highly skilled workforce Operating Model SkillSonics brings curriculum content and pedagogy/methods from Swissmem (www.swissmem.ch )  and SFIVET (http://www.ehb-schweiz.ch) respectively under exclusive cooperation agreements. Certificate courses at entry level (1-3 years duration) are delivered in models adapted from Swiss apprenticeship and industry-led PPP Short courses for existing technicians (5-120 days duration) are provided in modular fashion with high levels of practical and contextual content Proposal Summary ",Partner Name,SkillSonics India Private Limited Implementing Agency SkillSonics India Private Limited,100+ (multiple  in each cluster),38 (industry clusters of target sectors),500000
205,skill-ventures.pdf,21.81Crore,Construction & Engineering; Hospitality & Tourism; Healthcare; IT & ITES; Electronics; Retail; Agriculture and Food Processing; English and Soft Skills,"1Skill Ventures Private LimitedProposingOrganizationSkill Ventures Private LimitedImplementingAgencySkill Ventures Pvt Ltd for WB & Odisha; Skill Ventures AP PPvtLtd for AP; North East Skill Ventures Pvt Ltd for North EastNo. of Trainees in 10 years 16,37,160  in 10 yearsNo. of CentresRegional Hubs 19; N/w Training Centers 950Location(s)WB, Odisha, AP, North EastSectors TargetedConstruction & Engineering; Hospitality & Tourism; Healthcare; IT & ITES; Electronics; Retail; Agriculture and Food Processing; English and Soft SkillsProject Cost Rs 21.81CroreBusiness ModelTraining fee, Franchisee fee, certification fee based modelOperatingModel4-tier structure in a Hub-and-Spoke model which includes 1 HO, 4 State Corp Offices, 19 Regional Hubs, and 950 N/w Training CentersSourcing -advertising, recommendations, tie up with corporates & state govt.Train the trainer program at Bourneville College, Birmingham.Collaboration with Bourneville College, UK for contentincubation centers for infrastructure traineesProposal Summary",Skill Ventures Private Limited,Skill Ventures Private LimitedImplementingAgencySkill Ventures Pvt Ltd for WB & Odisha; Skill Ventures AP PPvtLtd for AP;,Regional Hubs 19; N/w Training  950,"WB, Odisha, AP, North East","16,37,160"
206,skillsource.pdf,10.85 Crore,AutomobileSector Trades targetedRetail/DealershipCovering Sales/After Sales/Management etcwith specific focus on technical training (motor mechanics/technicians),"1SkillSource Learning and Technologies Private Limited ProposingOrganizationSkillSourceLearning and Technologies Private Limited ImplementingAgencySkillSourceLearning and Technologies Private Limited No. of Trainees in 10 years 4,20,318in 10 yearsNo. of Centres40 centersin 10 yearsLocation(s)PAN India.Mumbaiand Delhi in Year 1 Sectors TargetedAutomobileSector Trades targetedRetail/DealershipCovering Sales/After Sales/Management etcwith specific focus on technical training (motor mechanics/technicians) Project Cost Rs 10.85 CroreBusiness ModelStudent fee based modelOperatingModelSkill Source has created the brand name fiNational Technical Institutefl for its centers. The centerswill be operated by SkillSourceat Dealers and Service Centerlocations as well as other satellite locations In-house and ready made content from international partners GNFAAlignment with ASDC for accreditation and certificationsPlans to leverage the partnerships with OEMs/Dealers that already exists with Idea7 Business Solutions PvtLimitedProposal Summary",SkillSource Learning and Technologies Private Limited,SkillSourceLearning and Technologies Private Limited ImplementingAgencySkillSourceLearning and Technologies Private Limited,40 in 10 years,PAN India.Mumbaiand Delhi in Year 1,"4,20,318"
207,smart-edusol.pdf,9.32 Crore,"Hospitality TradesHospitality Operator, Accommodation Services, F&B Services, Bar and Beverage Services, Food Production and Cooking, Bakery and Patisserie","1Smart Edusol Services Private Limited ProposingOrganizationSmart EdusolServices Private Limited ImplementingAgencySmart EdusolServices Private Limited No. of Trainees in 10 years 1,77,564 in 10 yearsNo. of Centres12 centers(8 existing and 4 new centersLocation(s)Existing (Delhi, Jaipur, Kolkata (3 centers), Goa, Pune, Bangalore); New (Ahmadabad, Mumbai)Sectors TargetedHospitality TradesHospitality Operator, Accommodation Services, F&B Services, Bar and Beverage Services, Food Production and Cooking, Bakery and PatisserieProject Cost Rs 9.32 CroreBusiness ModelStudent fee based modelOperatingModelLocation of centershaving high impetus on hospitalitySourcing through local schools, colleges, NGOs, alumni, groups, and industry. Use of local/national print and electronic mediaUse of existing facilities of IIHM & IAMIn-house & third party content developmentCII certificationLeverage on industry connections for placementProposal Summary",Smart Edusol Services Private Limited,Smart EdusolServices Private Limited ImplementingAgencySmart EdusolServices Private Limited,12 (8 existing and 4 new,"Existing (Delhi, Jaipur, Kolkata (3 centers), Goa, Pune, Bangalore); New (Ahmadabad, Mumbai)","1,77,564"
208,star-banker.pdf,"5.40croresTarget Trainee SegmentFresh Skilling of Under Graduates (10th/12th Pass/Fail students for its self employment program fiSwabhimanfl) and Graduates/Post Graduates (MBAs and Arts & Commerce graduates) Up skilling of existing employees of Micro Finance Companies, NBFCs, Mutual Funds and Insurance Companies",BFSI,"22STAR BankerProposingOrganizationStratadigmEducation & Training LimitedImplementingAgencyStratadigmEducation & Training LimitedNo. of Trainees in 10 years 79,140No. of Centres10Location(s)Coimbatore, Trichy, Bangalore, Hyderabad, Jaipur, Anantpur, Pune, Kochi, Vizag, Trivandrum Sectors TargetedBFSIProject Cost Rs. 5.40croresTarget Trainee SegmentFresh Skilling of Under Graduates (10th/12th Pass/Fail students for its self employment program fiSwabhimanfl) and Graduates/Post Graduates (MBAs and Arts & Commerce graduates) Up skilling of existing employees of Micro Finance Companies, NBFCs, Mutual Funds and Insurance Companies Revenue ModelTraining fees collected from studentsOperatingModelThey would be leveraging upon information obtained from government/employment exchanges and HR consultants Job fairs, advertisements and social media would also be employed in the student mobilization process. Proposal Summary",2STAR Banker,StratadigmEducation & Training LimitedImplementingAgencyStratadigmEducation & Training Limited,10,"Coimbatore, Trichy, Bangalore, Hyderabad, Jaipur, Anantpur, Pune, Kochi, Vizag, Trivandrum","79,140"
